Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,21643,#TOTALLYBLOGGING - Want to know how to keep your focus when you are blogging? It's easier said than done at the start so take a look at what you can do to stop quitting! URL #ukbloggers #fbloggers #bbloggers #lbloggers URL,"The total points based on the identified categories in the text would be 0 points, as there are no Aggressive Items (AI) or Aggression Catalyzers (AC) identified in the text.",0,1,0,1
,72274,@USER @USER has stated that any talk of Zionist involvement in 9/11 is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect. He should be ashamed of himself but he’s not because he’s #Zionel,"The total points for the identified categories in the text would be 2.5 points. 

- AI categories: 
  - Aggressive Verbal Phrases: 1 point
  - Controversial Content: 1 point
  - Counter-Factual Expressions About People: 0.5 point
- AC categories: None, so 0 point. 

Hence, 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Counter-Factual Expressions About People) = 2.5 points.",2,1,1,1
,95198,"#UPDATE: New projections state Hurricane #Florence may now travel down the coastline with the entire NC/SC coast possibly suffering #Florence's deadly storm surge greatly increasing the seriousness of the rain/wind in South Carolina and surrounding areas, even possibly Georgia URL","Total Points Calculation:

Aggressive Items (AI): 3 categories identified 
- Aggressive Determiner/Noun Phrases: 1 point 
- Aggressive Verbal Phrases: 1 point 
- Aggressive Adjective Phrases: 1 point 
Total AI Points: 3 points 

Aggression Catalyzers (AC): 2 categories identified 
- Aggressive Adverbial Phrases: 0.5 point 
- Strong Expressions: 0.5 point 
Total AC Points: 1 point 

Total Points: AI (3 points) + AC (1 point) = 4 points.",2,1,2,1
,31550,"#Liberals are like, Economics? I don't even know what gender I am.""""","Total points: 

AI categories: 
- Aggressive Determiner/Noun Phrases: 1 point
- Counter-Factual Expressions About People: 0.5 points

AC categories:
- Rhetorical Questions: 0.5 points
- Ironic Expressions: 0.5 points

Sum: 1+0.5+0.5+0.5 = 2.5 points.",2,1,2,1
,21524,"#Khaleesi kinda watching #HIAC ! Wtf does she think she is, a person? Pffft pathetic URL","Total AI Score: 
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point

Total AC Score:
- Strong Expressions: 0.5 point
- Rhetorical Questions: 0.5 point
- Ironic Expressions: 0.5 point

Total Score: 3.5 points",2,1,2,1
,84579,And🤷🏽‍♂️ females b on the same shit URL,"Based on the Identified Categories and Points Assignment Rules:

AI Categories (1 point each):
- Aggressive Verbal Phrases = 1 point
- Controversial Content = 1 point

AC Category (0.5 points each):
- Strong Expressions = 0.5 point

The total points would be: 1 (for Aggressive Verbal Phrases) + 1 (for Controversial Content) + 0.5 (for Strong Expressions) = 2.5 points.",2,1,2,1
,26291,#Brexit #UKLabour #Labour #Conservatives #PlaidCymru #Greens #Politics #EU URL  - POLL,The total points is 0.,0,0,0,0
,72424,"#BreakingNews, via NYT The New York Times URL",The total points based on the identified categories in the text are 0.,0,1,0,1
,28744,#HCHottestCeleb   Round of 32 Match 12  Scarlett Johansson   V.S  Emma Stone   POLL BELOW URL,The total score based on the identified categories is 0 points. This is because no Aggressive Items or Aggression Catalyzers were identified in the text.,0,1,0,1
,59961,"#Sugardaddy Retweet if you are under 30 and you want 400$ daily USA,Canada and UK only #sugarbabyneeded #sugarbabywanted #findom #sugarbaby #Canada","Since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified in the text, the total score would be 0, according to the points assignment rules.",0,1,2,1
,59519,#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered,"Based on the identified categories and the given points assignment rules, the total number of points is 1. This is because one AI, specifically an Aggressive Verbal Phrase, has been identified, while no AC was identified.",1,1,2,1
,51386,"#PoliticsInFocus Look Donald! You are only a duck, stop patronizing me! URL","Calculating based on your categories and points assignment rules: 

Aggressive Items:
- Aggressive Verbal Phrases: 1 Category = 1 point

Aggression Catalyzers:
- Imperative Sentences: 1 Category = 0.5 points
- Ironic Expressions: 1 Category = 0.5 points

Total points = (Aggressive items points + Aggression Catalyzers points) = 1 + 0.5 + 0.5 = 2 points.",2,1,2,1
,76052,#naturephotography. #nature. #birds #wild in #Wisconsin #photography. #picoftheday. #pics #fridaymotivation. #fridayfeeling. #instagramers. I hope you are having an #amazing day URL,"The total points based on the identified categories in the text is 0. Since no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified, the total score is 0, regardless of other factors.",0,1,0,1
,14837,#CarolineForbes You are needed to help with the posted SL. DM me to Audition.,The total score is 0.,0,1,0,1
,57295,"#WCW to @USER   I mean hey, she is a great friend and I am more than happy to help with missions and anything else she might need!",The total score is 0.,0,1,0,1
,74610,"@USER @USER that would have just offbalanced him   he did exactly what was smart, basic grappling: it might have been all instinct but the antifa used basic grappling:  Cross side collar to snap down, then stepping out of his weak single leg  attempt","The total score for the text is 0, since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.",0,1,0,1
,55653,"#Cancer  Hate crime isn't an actual crime. If there's a victim, then it's just called crime. (Malum in se)  Hate"" crime is socially engineered programming to control people's behavior, just like gun control.  #ChangeMyMind URL","AI category points calculation:
- Aggressive Determiner/Noun Phrases = 1 point
- Controversial Content = 1 point
- Counter-Factual Expressions About People = 0.5 points

AC category points calculation:
- Strong Expressions = 0.5 points
- Rhetorical Questions = 0 points
- Imperative Sentences = 0 points
- Ironic Expressions = 0 points

Total points = AI points (1+1+0.5) + AC points (0.5+0+0+0) = 3 points",2,1,2,1
,10918,#CarbonTax works and will put tons more money BACK INTO Canadian pockets.  .@USER  .@USER  .@USER .@USER  Part of why Trudeau won in 2015 was campaigning on a national carbon tax. Conservatives died then. They want another death in 2019...we will oblige. URL,"The total score by category will be:
- AI categories: 1 point (one occurrence of Aggressive Verbal Phrases).
- AC categories: 1 point (two occurrences, but each counts as 0.5).

So, the total score, based on the identified categories in the text, is 2 points.",2,1,2,1
,57541,Antonia Evans was either sex trafficked or cremated.,"The total score is 1 point. This is because the rules specify that each AI category is awarded 1 point. In this case, the Aggressive Verb Phrases category was present. No AC categories were identified so none are included in the score.",1,1,2,0
,55318,#Repost thesavoyshow with get_repost ・・・ #MarkKnight Says he is not a racist after drawing a racist picture of #SerenaWilliams .. Do y’all believe him or nah?⤵️ URL,"Based on the identified categories, and using the points assignment rules, the total points can be calculated as follows:

AI Categories:
- Aggressive Determiner/Noun Phrases: 1 Point
- Aggressive Verbal Phrases: 1 Point
- Controversial Content: 1 Point

AC Categories:
- Rhetorical Questions: 0.5 Points

As per the note, multiple expressions within the same category count as one occurrence only. Therefore, adding the points:

Total Points: 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Rhetorical Questions) = 3.5 Points",2,1,2,1
,80965,@USER The worrying thing is that she is teaching our young adults.,"According to the points assignment rules, the total points will be:

For Aggressive Items (AI), we have one category which is ""Aggressive Noun Phrases"" and it scored 1.

There are no Aggression Catalyzers (AC) identified in the text, so no points from it.

So, the total points will be: 1 (for AI) + 0 (for AC) = 1 point in total.",1,1,1,1
,14051,#WalkAway #DemocratSocialists #Socialists #Socialism #Resist #Communists #Antifa #Cult #Crazy #Insane #mentalillness #EmptyHeaded #BernieSanders #Venezuela 42 TRILLION in NEW TAXES #AlexandriaOcasioCortez #OcasioCortez #EndorsementFail #MissVenezuala2018 Alexandria Ocasio Cortez URL,"Given the identified categories in the text and the points assignment rules, let's calculate the total points:

Aggressive Items (AI)
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions: 0 points (since not identified in the text)
Total AI points = 1+1+1+1+0 = 4 points

Aggression Catalyzers (AC)
- Aggressive Adverbial Phrases: 0 points (since not identified in the text)
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0 points (since not identified in the text)
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0.5 points
Total AC points = 0+0.5+0+0.5+0.5 = 1.5 points

Based on the points assignment rules, the total score is: 
Total AI points + Total AC points = 4 + 1.5 = 5.5 points.",2,0,1,1
,25125,#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of,"Based on the identified categories and the points assignment rules:

AI category:
- Aggressive Determiner/Noun Phrases = 1 point
- Aggressive Verb Phrases = 1 point
- Controversial Content = 1 point
- Counter-Factual Expressions About People = 0.5 points

No AC categories were identified. 

Therefore, the total score is 3.5 points.",2,1,2,1
,81974,"#ProudAlumnus Keep up the great work, @USER Don't forget you are under GREAT leadership, so take some time to soak in the skills they aim to teach. URL",The total score is 0.,0,1,0,1
,76797,#WILDCARDWEDNESDAY #MAXDRIVEWILDCARDWEDNESDAY You Are #OnAirWithShine #NP HAPPIER  - @USER FT @USER  On The #MaxDrive w.@USER the #RadioENCHANTRESS,"The total points for the text is 0. As per the rules, no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified. Therefore, the total score is 0, regardless of AC scores.",0,1,0,1
,57494,@USER He is off the deep end. This calls for an intervention,"Based on the points assignment rules:

- There are 2 Aggressive Items categories identified, so 2*1 = 2 points.
- There are no Aggression Catalyzers identified, so 0*0.5 = 0 points.

So, the total points are 2 + 0 = 2 points.",2,1,0,1
,49441,#CNBC what's go talk about the gender gap in silicon valley but won't talk about the gap between conservatives and #emocrats and the #bias,"Based on the text and the point assignment rules, there is 1 point given for 'Controversial Content' in the AI category and 0.5 points for 'Rhetorical Questions' in the AC category. Therefore, the total points would be 1.5 points.",2,1,2,1
,78266,$500 Million Funding Competition for US cities That’s nice. ⁦@USER  URL,The total score is 0 points.,0,1,0,1
,31401,@USER She Is A ChiCom Spy..... #ClubGITMO,"The total points would be 1.5. This is based on the occurrence of one Aggressive Item (""ChiCom Spy"") worth 1 point and one Aggression Catalyzer (""#ClubGITMO"") worth 0.5 points.",2,1,2,1
,80020,"#Repost @USER ・・・ We can’t forget to give props to Naomi Osaka!! 🏆🎾 She played against her idol and won. In someways the win has been overshadowed, but she is so humbled in her… URL","The total points for the text would be 0, as there were no Aggressive Items (AI) or Aggression Catalyzers (AC) identified in the text.",0,1,0,0
,61295,And these entertainment agencies just gonna have to be an ass about it. URL,"Since there is one AI category (Aggressive Verbal Phrases) identified in the text, and no AC categories identified, the point for this one is 1. Therefore, the total score is 1 point.",1,1,1,1
,45518,@USER He is obviously getting suspended. He is not an asset for anyone,"The total points are calculated as follows:

Aggressive Items (AI): 
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point

Aggression Catalyzers (AC): 
- Aggressive Adverbial Phrases: 0.5 points

Total score = 1 (Aggressive Verbal Phrases) + 1 (Aggressive Adjective Phrases) + 0.5 (Aggressive Adverbial Phrases) = 2.5 points.",2,1,2,1
,53351,"#Trump Really, everything Trump does is another piece of evidence for obstruction of justice. He is a talking crime machine.","Based on the point assignment rules:

Each AI category: 1 point
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Each AC category: 0.5 points
- Strong Expressions: 0.5 points
- Aggressive Adverbial Phrases: 0.5 points

Adding up the points, the total score would be 1+1+1+0.5+0.5 = 4 points.",2,1,2,1
,51610,#Canada - EXCLUSIVE: #Trudeau #Liberals leave $372M meant to help veterans unspent since taking office URL,"The total points for the text should be 1.5.

- 1 point for the identified AI category (Aggressive Verbal Phrases)
- 0.5 points for the identified AC category (Strong Expressions)",2,1,0,1
,26758,@USER @USER ...than why did you show us how hot she is ?,"According to the provided rules, since no Aggressive Items (AI) could be identified from the text, the total score is 0, regardless of the points that could have potentially been assigned due to the identified Aggression Catalyzers (AC).",0,1,2,1
,30718,@USER @USER @USER You have yet to answer what *realistically enforceable* gun control law would *prevent* the tragedies without violating Due Process and HIPAA...,"Total Points:
- Aggressive Items (AI): 1 point
- Aggression Catalyzers (AC): 0.5 points

The total points based on the identified categories would be 1 + 0.5 = 1.5 points.",2,1,0,1
,25463,"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A URL","Total AI points: 3 (1 point each for Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, and Controversial Content)

Total AC points: 1 (0.5 points each for Strong Expressions and Imperative Sentences)

Total Aggression Points: 3 (AI) + 1 (AC) = 4 points.",2,1,2,1
,82558,#MAGA  ... got any ideas how she could have done it? URL,"Based on the points assignment rules, the total score is 0, as no AI category is identified. The presence of AC category doesn't affect the total score in this case.",0,1,0,1
,85613,#ChristineBFord #LiberalsAreDesperate @USER every time liberals don't get there way they cry racism or sexual assault. Hard to believe,"Total Points Calculation:

Aggressive Items (AI):
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points

Therefore, the total points: 1 (AVP) + 1 (CC) + 0.5 (SE) = 2.5 points.",2,1,2,1
,36875,"(URL You can't summarize the rankings of a game mode in just one picture"" URL","Based on the analysis and rules provided, the total score is 0, since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.",0,1,0,1
,86142,#Learn from it and become #better instead of remaining #stuck in it and become #bitter. #CLifeClearly #CLifeThryve #AboutThatLife #CLifeMacon,The total score is 0.,0,1,0,1
,87711,"#KamalaHarris may run for President in 2020, but will never be #POTUS. Sadly, she is guaranteed a leadership role in politics, much like #DianneFeinstein, that’s reality in liberal California. Ask #NancyPelosi! #ChuckSchumer #CNN #MSNBC","Total Points Calculation:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 0 points (none identified)
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

Subtotal for AI: 3.5 points

Aggression Catalyzers (AC):
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0 points (none identified)
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points (none identified)

Subtotal for AC: 1.5 points

Total Points: 3.5 (AI) + 1.5 (AC) = 5 points",2,1,2,1
,51626,Levi Strauss has “never been afraid to take an unpopular stand to support a greater good.” '  What about when they shut down all manufacturing in America?  That wasn't even a news story when it happened. Maybe they're right; it wasn't unpopular.  URL,"Given the Identified Categories and Points Assignment Rules, the total points would be calculated as follows:

Aggressive Items (AI): 
- Controversial content: 1 point

Aggression Catalyzers (AC): 
- Rhetorical questions: 0.5 points
- Ironic expressions: 0.5 points

Total points = 1 (AI) + 0.5 (AC) + 0.5 (AC) = 2 points.",2,1,2,1
,59423,#repost @USER is giving a word with this jacket. #preach #saynotofuckboys #dontgiveyourmagictomuggles URL,"Total Points: 1

This is because an aggressive verbal phrase was identified (1 point), but no aggression catalyzers were identified (0 points).",1,1,1,1
,80555,#Emmys sooo lovely I love the dress colour and the design looks like fairy tales and she is very tender 🌬 URL,"The total points for this text is 0. Since no Aggressive Items (AI) or Aggression Catalyzers (AC) have been identified, the total score is 0, regardless of any other factors.",0,1,0,0
,85830,"#CHANGE  I remember past administrations chant was change"".  There was no change carried the same baton and did nothing.  This POTUS is making the changes.  He does what he says.  So far for the better.   I like.  But swampies, liberals, lefties just hatin. Don't be hatin""","Based on the categories identified in the text and the points assignment rules, the total points can be calculated as follows:

AI categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 point 

Total AI score: 3.5 points

AC categories:
- Strong Expressions: 0.5 point 
- Imperative Sentences: 0.5 point 

Total AC score: 1 point

Overall Total Points: 3.5 (AI) + 1 (AC) = 4.5 points",2,1,2,1
,29102,An open letter to Mac Miller URL,The total score is 0.,0,1,0,0
,85886,"#CincinnatiEnquirer steps into #Gun Control FINALLY. Took a #MassShhoting on their damn door step for their #editors to wake up, but better late than never. URL","The total points based on the identified categories can be calculated as follows:

- Aggressive Items (AI):
  - Two identified categories (Aggressive Verbal Phrases and Controversial Content)
  - Each identified category equals 1 point
  - Total AI points = 2 * 1 = 2 points

- Aggression Catalyzers (AC):
  - Two identified categories (Strong Expressions and Ironic Expressions)
  - Each identified category equals 0.5 points
  - Total AC points = 2 * 0.5 = 1 point

Total points = AI points + AC points = 2 + 1 = 3

So, based on the identified categories, the text gets a total of 3 points.",2,1,1,1
,54621,!!!!bitch i’m fucking coming back URL,"The total points for the text would be 2.5. This is calculated as follows:

- Aggressive Items (AI): There are two different expressions found within the AI category:
  - Aggressive Determiner/Noun Phrases: ""Bitch"" (1 point)
  - Aggressive Verbal Phrases: ""I'm fucking coming back"" (1 point)
  
- Aggression Catalyzers (AC): One expression was found within the AC category:
  - Strong Expressions: ""!!!!"" (0.5 points)
  
By adding those points together, we get a total of 2.5 points.",2,1,2,1
,80397,#Liberals Are Reaching Peak Desperation To Call On #PhillipRuddock To Talk With #Turnbull To Convince Him To Help with #WentworthVotes 18 Sept 2018  @USER #Auspol #LNP #NSWpol @USER  @USER @USER #LNPMemes URL,"The total points for this text based on the identified categories would be 1.5. This comprises 1 point for an Aggressive Item (Aggressive Adjective Phrases) and 0.5 points for an Aggression Catalyzers (Strong Expressions). No points were assigned for Aggressive Adverbial Phrases, Rhetorical Questions, Imperative Sentences, or Ironic Expressions as these categories were not identified in the text.",2,1,2,1
,76937,@USER Most of them in Chicago where there is STRICTER gun control. IT DOESNT WORK!,"Based on the identified categories and the points assignment rules, here is the point calculation:

- AI category: 
  - Aggressive Verbal Phrases: ""IT DOESN'T WORK"". Adds 1 point.

- AC category: 
  - Strong Expressions: ""STRICTER gun control"". Adds 0.5 points. 
  - Imperative Sentences: ""IT DOESN'T WORK"". These are marked as an Aggressive Items category above and hence no additional points are added.

Total points = 1 (AI) + 0.5 (AC) = 1.5 points.",2,1,2,1
,68875,$uicideboy$ ON HALLOWEEN its aboout to get sooooo FUCKING spooky,"Based on the points assignment rules:

- 1 AI category is identified (Aggressive Adjective Phrases), which is given 1 point.
- 2 AC categories are identified (Strong Expressions and Aggressive Adverbial Phrases), each given 0.5 points. Therefore, AC categories total up to 1 point.

Overall, the total score combining AI and AC categories would result in 2 points.",2,1,2,1
,89591,@USER He does. And I'm glad he always goes out on something reckless to show who he is going out and coming back everytime! Jeff is the best!!!,The total score is 0. This is because there are no identifiable Aggressive Items (AI) or Aggression Catalyzers (AC) in the provided text.,0,1,1,1
,67926,"#Democrat controlled city with strict gun control laws and @USER wants to blame the #GOP Um, isn’t it you rich #Democrats trying to keep the blacks in poverty? #WalkAway URL","Using the points assignment rules:

Aggressive Items (AI) identified and points:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 0 points (none identified)
- Controversial Content: 1 point
- Counter-Factual Expressions about People: 0 points (none identified)

Total for AI: 3 points

Aggression Catalyzers (AC) identified and points:
- Aggressive Adverbial Phrases: 0 points (none identified)
- Strong Expressions:  0 points (none identified)
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0 points (none identified)
- Ironic Expressions: 0 points (none identified)

Total for AC: 0.5 points

To get the total score, you add the scores from AI and AC. So, the total score is 3.5 points.",2,1,2,1
,41588,@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.,"AI categories identified: 4 (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Controversial Content, and Counter-Factual Expressions About People)
Score from AI categories: (4 * 1) - 0.5 (for Counter-Factual expressions) = 3.5

AC categories identified: 3 (Strong Expressions, Imperative Sentences, and Ironic Expressions)
Score from AC categories: 3 * 0.5 = 1.5

Total score = AI score + AC score = 3.5 + 1.5 = 5.0",2,1,2,1
,18091,@USER @USER @USER @USER @USER Same here😢😢. I can't hear what she is saying,The total points are 0.,0,1,0,0
,56205,@USER @USER @USER @USER Penny believes that she is so intelligent that she just knows he will.....I think she may be the smartest Canadian.....ever. Canadians are fun to watch. They have to get on Twitter in the US to find anyone with an opinion. I like RUSH...and hockey,"Based on the points assignment rules:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point 
- Aggressive Adjective Phrases: 1 point 
- Counter-Factual Expressions About People: 0.5 points 

Aggression Catalyzers (AC):
- Ironic Expressions: 0.5 points 
- Strong Expressions: 0.5 points 

Therefore, the total points would be 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Adjective Phrases) + 0.5 (Counter-Factual Expressions About People) + 0.5 (Ironic Expressions) + 0.5 (Strong Expressions) = 3.5 points.",2,1,0,1
,24467,#SandraOh...OH how I love that you brought your parents...they (and you) are the epitome of grace and beauty!,The total points based on the identified categories in the text is 0.,0,1,0,1
,47245,#HealingYourself is connected with #healingothers.,"The total score is 0. As per the points assignment rules, if no AI category is identified, the total score is 0, regardless of AC scores. Since the text doesn't contain any Aggressive Items (AI) and Aggression Catalyzers (AC), the score remains 0.",0,0,0,1
,32851,#ChristineBlaseyFord needs to testify under oath before anything. The claims should be investigated as far as any of these claims can be investigated. If/ when it comes down to her word vs. #Kavanaugh's he should be approved as soon as possible. Full stop.  #MAGA #QAnon,"Based on the identified categories and points assignment rules, we have:

AI Categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

This gives a total of 3.5 points for AI categories.

AC Categories:
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points
- Imperative Sentences: 0.5 points

This gives a total of 1.5 points for AC categories.

Adding these together gives a total score of 3.5 (AI) + 1.5 (AC) = 5 points.",2,1,2,1
,86982,#Maga @USER   Antifa website instructing how to hurt multiple police officers and how to cross border.  URL URL,"Total points: 2 (Each AI category is scored as 1 point. There are two AI categories identified, hence, 2 points. Since there are no AC categories identified, no additional points are added.)",2,1,2,1
,95247,"#NationalDayofEncouragement #EncouragementDare Therefore #encourage one another and build each other up, just as in fact you are doing!! #Thessalonians #scripture #verse To donate, go to our website(link in bio!), call 404-478-9794 or email donate@USER #community URL","The total points is 0. According to the rules, if no AI category is identified, the total score is 0, regardless of AC scores. The text given does not contain any AI or AC.",0,1,0,1
,74211,94-year-old Bletchley Park veteran: I helped defeat the Nazis in 1941 and I'm ready to fight fascism again now URL,"Based on the identified categories and the point assignment rules, the total score would be 1 point only for AI Category of Aggressive Verbal Phrases. There were no AC categories identified in the text, hence no additional points.",1,0,1,0
,51948,@USER #WalkAWayFromCatholicism it is a corrupt to the core and become a giant autocratic pedophile ring.,"The total points would be calculated as follows:

For Aggressive Items (AI): 
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point

For Aggression Catalyzers (AC): 
- Strong Expressions: 0.5 points

Therefore, the total score is 3.5 points.",2,1,2,1
,28196,"#CALIFORNIA PATRIOTS... especially those in #CA21  Obama/Soros are attempting to take this House seat to get control of Congress.  Say no to TJ Cox.  He is a shill Candidate fronted by the dastardly duo.  Please get out and vote David Valadao for House, Dist 21! Follow @USER URL","The total points for Aggressive Items (AI) are: 5 categories * 1 point = 5 points. Please note Counter-Factual Expressions gets 0.5 points as per rules, then the AI total will be 4.5 points.

The total points for Aggression Catalyzers (AC) are: 3 categories * 0.5 points = 1.5 points.

Finally, the sum of AI and AC will give us the total points: 4.5 (AI) + 1.5 (AC) = 6 points.",2,1,2,1
,71881,#noshadenotea but like if you are in community college and your parents still have to pick you up and drop you off. You need to get your life together omg,"The total points calculation would be as follows:

- Aggressive Verbal Phrases: 1 point
- Counter-Factual Expressions About People: 0.5 points (half score for this category)

- Strong Expressions: 0.5 points
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0.5 points

Adding these up gives a total score of 3 points.",2,1,2,1
,50376,#NAME?,"Based on the identified categories and points assignment rules, the total score is 0. Because no Aggressive Items (AI) category is identified, the total score is 0, regardless of Aggression Catalyzers (AC) scores.",0,0,0,0
,64161,@USER Exactly it’s bc slick woods has that unconventional look that she’s who she is yea she ain’t attractive to most of us but that shit don’t matter @ all lol,"Based on the Identified Categories, we have:

Aggressive Items (AI): 3 categories identified. Therefore, 3 * 1 point = 3 points.

Aggression Catalyzers (AC): 2 categories identified. Therefore, 2 * 0.5 points = 1 point.

The total score is, therefore, 3 (AI score) + 1 (AC score) = 4 points.",2,1,2,1
,45304,#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa URL,"The total score is calculated as follows:

AI categories:
1 point for Aggressive Verbal Phrases 
1 point for Controversial Content 

AC categories:
0.5 points for Imperative Sentences

The total score is thus 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Imperative sentences) = 2.5 points.",2,1,2,1
,22248,#Interesting  Has she gone through any kind of background check similar to the 6 #FBI background checks that #JudgeKavanaugh has? URL,"The total score is 0. This is because no Aggressive Items (AI) are identified in the text, which according to the rules, makes the total score 0, regardless of Aggression Catalyzers (AC) scores.",0,1,2,1
,27228,#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER,"Based on the given categories identified in the text and the points assignment rules:

AI points: 

Three AI categories are identified: Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, and Controversial Content. So, that's 1 point for each, equaling to 3 points. 

AC points:

One AC category is identified: Aggressive Adverbial Phrases. So, that's 0.5 point. 

Adding all the points, the total score is 3.5 points.",2,1,2,1
,57326,#CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts. #dontbeafraid #confrontwithtruth URL,"Based on the identified categories, the total points can be calculated as follows:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points
- Imperative Sentences: 0.5 points

Total points: 1 (AI - Aggressive Determiner/Noun Phrases) + 1 (AI - Aggressive Verbal Phrases) + 1 (AI - Controversial Content) + 0.5 (AC - Strong Expressions) + 0.5 (AC - Imperative Sentences) = 4 points.",2,1,2,1
,97729,2x the fun y'all URL,The total score for this text is 0.,0,1,0,1
,24957,"... Antifa comrades miss the nuance of (a lot don't, but still, people, you know):  It's not that 45 is a white nationalist,"" as that's a very specific community. It's that he uses the same white supremacist rhetoric employed by WNs, which gives him dangerous company with them..""","Total points from AI categories: 
1 point for Aggressive Determiner/Noun Phrases + 0 points for Aggressive Verbal Phrases + 0 points for Aggressive Adjective Phrases + 1 point for Controversial Content + 0 points for Counter-Factual Expressions = 2 points 

Total points from AC categories: 
0 point for Aggressive Adverbial Phrases + 0.5 point for Strong Expressions + 0 points for Rhetorical Questions + 0 points for Imperative Sentences + 0 points for Ironic Expressions = 0.5 points

Total Overall Points: 2 (from AI categories) + 0.5 (from AC categories) = 2.5 points.",2,1,2,1
,68774,#BeckyLynch is beautiful one of the few women in wrestling that absolutely need no work done at all. She's absolutely beautiful just the way she is. Doesn't need giant boobs or a fake booty. @USER is just simply amazing #HIAC,The total points for the text would be 0 as no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.,0,1,2,1
,43350,@USER @USER @USER Gun Control is nothing but people control. The left wants gun control ONLY because they do NOT want us little guys armed &amp; able to defend ourselves. Makes it harder to get us behind barbed-wire fences as they saw in North Korea.,"Based on the categories identified in the text and the scoring rules, the total points would be calculated as follows:

AI categories = 3.5 points (1 for each of the Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, and Controversial Content categories, and 0.5 for the Counter-Factual Expressions About People category)

AC categories = 1 point (0.5 each for the Strong Expressions and Ironic Expressions categories)

The total score is the sum of the AI categories and AC categories scores, so the total score is 4.5 points.",2,1,2,1
